Regency/City,Year,Land Area (km2),Population,GDP,Gini,HDI
DELI SERDANG,2020,2581.23,2234320.0,110145244.5,0.312,75.44
LANGKAT,2020,6140.04,1048100.0,43207997.58,0.238,71.0
NIAS SELATAN,2020,2531.7,32252.0,7164267.29,0.287,61.89
HUMBANG HASUNDUTAN,2020,2351.51,191776.0,6123455.25,0.246,68.87
PAKPAK BHARAT,2020,1365.61,49688.0,1211352.02,0.248,67.59
SAMOSIR,2020,1850.04,12671.0,4542852.48,0.318,70.63
SERDANG BEDAGAI,2020,1949.18,617772.0,28602456.24,0.262,70.24
BATU BARA,2020,888.14,420103.0,34987641.76,0.259,68.36
PADANG LAWAS UTARA,2020,3945.56,277423.0,12189675.24,0.228,69.85
PADANG LAWAS,2020,3914.41,286627.0,11997101.2,0.265,68.25
LABUHAN BATU SELATAN,2020,3079.61,344819.0,28198968.3,0.194,71.4
LABUHAN BATU UTARA,2020,3686.01,366603.0,25191244.23,0.262,71.61
NIAS UTARA,2020,1238.06,138800.0,3710035.91,0.251,62.36
NIAS BARAT,2020,464.22,82425.0,1922535.21,0.234,61.51
KOTA SIBOLGA,2020,11.47,87791.0,5605466.51,0.291,73.63
KOTA TANJUNG BALAI,2020,60.07,177005.0,9180538.15,0.272,68.65
KOTA PEMATANG SIANTAR,2020,75.92,25711.0,13920089.77,0.336,78.75
KOTA TEBING TINGGI,2020,39.17,166100.0,6049163.1,0.334,75.17
KOTA MEDAN,2020,279.29,2295003.0,242198241.7,0.32,80.98
KOTA BINJAI,2020,93.77,279302.0,11769065.12,0.324,75.89
KOTA PADANGSIDIMPUAN,2020,159.3,224483.0,6478662.9,0.354,75.22
KOTA GUNUNGSITOLI,2020,208.68,143776.0,5776114.88,0.322,69.31
KEPULAUAN MENTAWAI,2020,5983.22,87623.0,4647099.18,0.273,61.09
PESISIR SELATAN,2020,6045.65,504418.0,14095977.62,0.264,69.9
SOLOK,2020,3590.4,391497.0,13581968.58,0.277,69.08
SIJUNJUNG,2020,3150.58,235045.0,9136559.73,0.269,67.74
TANAH DATAR,2020,1377.19,371704.0,13023107.59,0.273,72.33
PADANG PARIAMAN,2020,1342.27,430626.0,17934814.6,0.257,70.61
AGAM,2020,2226.27,529138.0,20376570.25,0.278,72.46
LIMA PULUH KOTA,2020,3273.41,383525.0,15541500.82,0.222,69.47
PASAMAN,2020,3902.44,299851.0,8969724.02,0.31,66.64
SOLOK SELATAN,2020,3282.14,182027.0,5530553.59,0.307,69.04
DHARMASRAYA,2020,2920.93,228591.0,10243274.28,0.28,71.51
PASAMAN BARAT,2020,3852.99,431672.0,15253000.84,0.258,68.49
KOTA PADANG,2020,694.38,909040.0,62181006.08,0.312,82.82
KOTA SOLOK,2020,58.72,73438.0,4041639.82,0.286,78.29
KOTA SAWAH LUNTO,2020,231.95,65138.0,3656590.97,0.3,72.64
KOTA PADANG PANJANG,2020,23.56,56311.0,3473230.92,0.394,77.93
KOTA BUKITTINGGI,2020,24.17,121028.0,8627533.47,0.265,80.58
KOTA PAYAKUMBUH,2020,74.55,139576.0,6827094.79,0.325,78.9
KOTA PARIAMAN,2020,64.77,94224.0,4994093.59,0.31,76.9
KUANTAN SINGINGI,2020,5457.86,334943.0,33683570.47,291.0,70.31
INDRAGIRI HULU,2020,7871.85,444548.0,42449699.95,276.0,69.83
INDRAGIRI HILIR,2020,13521.26,654909.0,65043511.86,310.0,66.54
PELALAWAN,2020,13262.11,390046.0,50681062.93,325.0,71.56
SIAK,2020,7805.54,45794.0,77007218.27,279.0,73.68
KAMPAR,2020,10352.8,841332.0,73001798.29,306.0,72.83
ROKAN HULU,2020,7658.15,561385.0,36087003.01,314.0,69.38
BENGKALIS,2020,8616.36,565569.0,114583994.7,280.0,73.46
ROKAN HILIR,2020,9068.46,637161.0,67892362.7,281.0,69.15
KEPULAUAN MERANTI,2020,3623.56,206116.0,18066187.19,271.0,65.5
KOTA PEKANBARU,2020,638.33,983356.0,115486901.4,345.0,81.32
KOTA DUMAI,2020,2059.61,316782.0,36313730.07,360.0,74.4
KERINCI,2020,3445.2,250300.0,10460271.15,0.28,71.21
MERANGIN,2020,7540.12,354100.0,15670880.89,320.0,69.19
SAROLANGUN,2020,5935.89,290100.0,14429424.24,0.31,69.86
BATANG HARI,2020,5387.52,301700.0,16392804.31,320.0,69.84
MUARO JAMBI,2020,5225.8,402000.0,24382388.38,0.28,69.18
TANJUNG JABUNG TIMUR,2020,4546.62,229800.0,19563266.92,0.25,64.43
TANJUNG JABUNG BARAT,2020,5546.06,317500.0,37133854.04,0.28,67.54
TEBO,2020,6103.74,337700.0,14737984.32,0.3,69.14
BUNGO,2020,4760.83,362400.0,17305753.26,0.31,69.92
KOTA JAMBI,2020,169.89,606200.0,29465149.83,0.34,78.37
KOTA SUNGAI PENUH,2020,364.92,96600.0,7562248.32,0.31,75.42
OGAN KOMERING ULU,2020,3774.5,367603.0,14815089.63,0.33,69.32
OGAN KOMERING ILIR,2020,17071.33,769348.0,29291965.54,0.302,66.82
MUARA ENIM,2020,6763.91,6129.0,57493553.19,0.327,68.74
LAHAT,2020,4333.07,430071.0,17230571.29,0.327,67.44
MUSI RAWAS,2020,6122.59,39557.0,19237351.36,0.262,66.79
MUSI BANYUASIN,2020,14550.79,622206.0,65943884.71,0.321,67.69
BANYU ASIN,2020,12262.76,836914.0,29100611.08,0.323,66.74
OGAN KOMERING ULU SELATAN,2020,4369.25,408981.0,8971730.78,0.271,65.3
OGAN KOMERING ULU TIMUR,2020,3412.72,649853.0,15282540.5,0.289,69.28
OGAN ILIR,2020,2302.86,416549.0,11328476.71,0.316,67.06
EMPAT LAWANG,2020,2234.1,333622.0,5084151.68,0.38,65.25
PENUKAL ABAB LEMATANG ILIR,2020,1842.56,194900.0,7129729.96,0.332,64.7
MUSI RAWAS UTARA,2020,5937.8,188861.0,7194147.71,0.287,64.49
KOTA PALEMBANG,2020,352.51,1668848.0,155203911.8,0.347,78.33
KOTA PRABUMULIH,2020,447.31,193196.0,7867323.17,0.372,74.55
KOTA PAGAR ALAM,2020,625.91,143844.0,2830353.47,0.343,68.31
KOTA LUBUKLINGGAU,2020,367.73,234166.0,6717981.52,0.34,74.78
BENGKULU SELATAN,2020,1219.22,166250.0,5819775.1,0.31,70.63
REJANG LEBONG,2020,1559.42,276650.0,9537298.77,0.29,70.44
BENGKULU UTARA,2020,4481.99,296520.0,8416315.32,0.28,68.82
KAUR,2020,2608.56,126550.0,3612336.74,0.32,66.99
SELUMA,2020,2432.16,207880.0,4730445.4,0.29,66.89
MUKOMUKO,2020,4138.68,190500.0,5266948.73,0.25,68.45
LEBONG,2020,1666.62,106290.0,3400862.2,0.28,67.01
KEPAHIANG,2020,738.97,149740.0,4409812.3,0.31,68.17
BENGKULU TENGAH,2020,1132.38,116710.0,4672104.07,0.26,67.61
KOTA BENGKULU,2020,150.35,373590.0,23498494.85,0.37,80.36
LAMPUNG BARAT,2020,2107.99,302139.0,7131893.53,0.295,67.8
TANGGAMUS,2020,2947.59,640275.0,15467655.86,0.293,66.42
LAMPUNG SELATAN,2020,2227.38,1064301.0,44293004.62,0.299,68.36
LAMPUNG TIMUR,2020,3860.92,1110340.0,40673064.7,0.315,69.37
LAMPUNG TENGAH,2020,4559.57,1460045.0,71070419.6,0.304,70.16
LAMPUNG UTARA,2020,2669.3,633099.0,23765918.96,0.301,67.67
WAY KANAN,2020,3522.11,473575.0,13985521.71,0.311,67.44
TULANGBAWANG,2020,3116.06,430021.0,23082157.34,0.279,68.52
PESAWARAN,2020,1288.08,477468.0,16211738.92,0.288,65.79
PRINGSEWU,2020,617.19,405466.0,11166162.52,0.31,70.3
MESUJI,2020,2200.41,227518.0,10390753.81,0.308,63.63
TULANG BAWANG BARAT,2020,1257.09,286162.0,11420341.01,0.272,65.97
PESISIR BARAT,2020,2939.6,162697.0,4677542.69,0.281,63.91
KOTA BANDAR LAMPUNG,2020,183.75,1166066.0,58869436.72,0.359,77.44
KOTA METRO,2020,73.21,168676.0,6289542.94,0.299,77.19
BANGKA,2020,3016.85,326265.0,13932937.7,0.262,72.4
BELITUNG,2020,2270.71,182079.0,9826820.91,0.262,72.51
BANGKA BARAT,2020,2851.41,204612.0,13414979.73,0.262,69.08
BANGKA TENGAH,2020,2259.98,198946.0,8447020.56,0.262,70.45
BANGKA SELATAN,2020,3598.24,198189.0,8679074.82,0.262,66.9
BELITUNG TIMUR,2020,2588.4,127018.0,7833738.65,0.262,70.92
KOTA PANGKAL PINANG,2020,104.54,218569.0,13454648.74,0.262,78.22
KARIMUN,2020,930.45,253457.0,13310630.17,0.315,71.44
BINTAN,2020,1317.15,159518.0,20743697.61,0.305,74.13
NATUNA,2020,1999.16,81495.0,18405913.23,0.337,72.72
LINGGA,2020,2210.82,98633.0,4292433.34,0.281,65.29
KEPULAUAN ANAMBAS,2020,627.03,47402.0,14453581.75,0.296,68.8
KOTA BATAM,2020,1034.73,1196396.0,161364182.3,0.323,81.11
KOTA TANJUNG PINANG,2020,150.37,227663.0,19665012.39,0.345,78.91
KEP SERIBU,2020,10.18,27749.0,6416485.68,0.306,71.63
KOTA JAKARTA SELATAN,2020,154.32,2226812.0,643561851.9,0.427,84.72
KOTA JAKARTA TIMUR,2020,182.7,3037139.0,469995030.7,0.363,82.66
KOTA JAKARTA PUSAT,2020,52.38,1056896.0,700790711.0,0.39,81.39
KOTA JAKARTA BARAT,2020,124.44,2434511.0,469053301.5,0.38,81.38
KOTA JAKARTA UTARA,2020,139.99,1778981.0,496669687.6,0.413,80.29
BOGOR,2020,2710.62,6088233.0,235887257.9,0.381,70.4
SUKABUMI,2020,4145.7,2470219.0,67462172.98,0.334,66.88
CIANJUR,2020,3840.16,2264328.0,47535466.67,0.35,65.36
BANDUNG,2020,1767.96,3831505.0,123602777.8,0.414,72.39
GARUT,2020,3074.07,2636637.0,58043174.12,0.352,66.12
TASIKMALAYA,2020,2551.19,1755710.0,37443447.75,0.343,65.67
CIAMIS,2020,1414.71,1201685.0,31974405.03,0.336,70.49
KUNINGAN,2020,1110.56,1087105.0,25618866.65,0.361,69.38
CIREBON,2020,984.52,2209633.0,49561562.9,0.338,68.75
MAJALENGKA,2020,1204.24,1210709.0,32179217.04,0.336,67.59
SUMEDANG,2020,1518.33,1154428.0,35489082.66,0.384,71.64
INDRAMAYU,2020,2040.11,1737624.0,79286229.64,0.319,67.29
SUBANG,2020,1893.95,1612576.0,40148318.1,0.35,68.95
PURWAKARTA,2020,825.74,971889.0,66971590.15,0.414,70.82
KARAWANG,2020,1652.2,2370488.0,223422078.6,0.327,70.66
BEKASI,2020,1224.88,3899017.0,317633824.3,0.372,74.07
BANDUNG BARAT,2020,1305.77,1714982.0,46478896.6,0.376,68.08
PANGANDARAN,2020,1010.0,401493.0,11498234.46,0.335,68.06
KOTA BOGOR,2020,118.5,1126927.0,45911864.14,0.412,76.11
KOTA SUKABUMI,2020,48.25,330691.0,12401540.58,0.397,74.21
KOTA BANDUNG,2020,167.67,2510103.0,283626741.1,0.402,81.51
KOTA CIREBON,2020,37.36,322322.0,23428792.05,0.421,74.89
KOTA BEKASI,2020,206.61,3075690.0,96492278.57,0.352,81.5
KOTA DEPOK,2020,200.29,2484186.0,70386330.72,0.344,80.97
KOTA CIMAHI,2020,39.27,620393.0,32210679.03,0.38,77.83
KOTA TASIKMALAYA,2020,171.61,663986.0,21589359.4,0.366,73.04
KOTA BANJAR,2020,113.49,183299.0,4445118.63,0.312,71.7
CILACAP,2020,2124.47,1944857.0,104542659.5,0.362,69.95
BANYUMAS,2020,1335.3,1776918.0,53682112.37,0.362,71.98
PURBALINGGA,2020,677.55,998561.0,25093682.28,0.362,68.97
BANJARNEGARA,2020,1023.73,1017767.0,21694375.77,0.362,67.45
KEBUMEN,2020,1211.74,1350438.0,28014905.7,0.362,69.81
PURWOREJO,2020,1091.49,769880.0,18646485.02,0.362,72.68
WONOSOBO,2020,981.41,879124.0,18838679.07,0.362,68.22
MAGELANG,2020,1102.93,1299859.0,32462030.1,0.362,69.87
BOYOLALI,2020,1008.45,1062713.0,32687589.9,0.362,74.25
KLATEN,2020,658.22,1260506.0,39939640.38,0.362,75.56
SUKOHARJO,2020,489.12,907587.0,36890533.42,0.362,76.98
WONOGIRI,2020,1793.67,1043177.0,29166531.53,0.362,70.25
KARANGANYAR,2020,775.44,931963.0,37023453.39,0.362,75.86
SRAGEN,2020,941.54,976951.0,37850990.68,0.362,73.95
GROBOGAN,2020,2013.86,1453526.0,27268744.5,0.362,69.87
BLORA,2020,1821.59,884333.0,24004210.06,0.362,68.84
REMBANG,2020,887.13,645333.0,18943648.8,0.362,70.02
PATI,2020,1489.19,1324188.0,43288565.81,0.362,71.77
KUDUS,2020,425.15,849184.0,109538558.6,0.362,75.0
JEPARA,2020,1059.25,1184947.0,30175170.54,0.362,71.99
DEMAK,2020,900.12,1203956.0,26546066.41,0.362,72.22
SEMARANG,2020,950.21,1053094.0,49046716.57,0.362,74.1
TEMANGGUNG,2020,837.71,790174.0,21557077.14,0.362,69.57
KENDAL,2020,1118.13,1018505.0,42586186.69,0.362,72.29
BATANG,2020,788.65,801718.0,21621362.81,0.362,68.65
PEKALONGAN,2020,837.0,968821.0,22803190.5,0.362,69.63
PEMALANG,2020,1118.03,1471489.0,25820813.34,0.362,66.32
TEGAL,2020,876.1,1596996.0,35299977.86,0.362,68.39
BREBES,2020,1902.37,1978759.0,47058595.6,0.362,66.11
KOTA MAGELANG,2020,16.06,121526.0,8713158.54,0.362,78.99
KOTA SURAKARTA,2020,46.01,522364.0,47621820.53,0.362,82.21
KOTA SALATIGA,2020,57.36,192322.0,13271841.36,0.362,83.14
KOTA SEMARANG,2020,373.78,1653524.0,188731693.9,0.362,83.05
KOTA PEKALONGAN,2020,45.25,307150.0,10848872.87,0.362,74.98
KOTA TEGAL,2020,39.68,273825.0,15224684.62,0.362,75.07
KULON PROGO,2020,586.27,436395.0,11738121.61,0.379,74.46
BANTUL,2020,506.86,98577.0,26137015.43,0.418,80.01
GUNUNG KIDUL,2020,1485.36,747161.0,18936171.51,0.352,69.98
SLEMAN,2020,574.82,1125804.0,45654719.61,0.42,83.84
KOTA YOGYAKARTA,2020,32.5,373589.0,35724046.2,0.421,86.61
PACITAN,2020,1389.92,586110.0,15785198.22,0.35,68.39
PONOROGO,2020,1305.7,949318.0,20513377.29,0.38,70.81
TRENGGALEK,2020,1147.22,731125.0,18314461.26,0.38,69.74
TULUNGAGUNG,2020,1055.65,1089775.0,38225985.76,0.34,73.0
BLITAR,2020,1336.48,1223745.0,36023963.44,0.35,70.58
KEDIRI,2020,1386.05,1635294.0,40626769.97,0.33,72.05
MALANG,2020,3530.65,2654448.0,102027831.6,0.37,70.36
LUMAJANG,2020,1790.9,1119251.0,32062005.43,0.3,65.46
JEMBER,2020,3092.34,2536729.0,76039982.77,0.32,67.11
BANYUWANGI,2020,3593.06,1708114.0,81102879.31,0.32,70.62
BONDOWOSO,2020,1525.97,776151.0,19935592.83,0.33,66.43
SITUBONDO,2020,1669.87,685967.0,20041854.99,0.3,67.38
PROBOLINGGO,2020,1696.21,1152537.0,33721074.7,0.33,66.07
PASURUAN,2020,1474.02,1605969.0,145592018.2,0.35,68.6
SIDOARJO,2020,634.38,2082801.0,197240690.8,0.34,80.29
MOJOKERTO,2020,717.83,1119209.0,81940857.92,0.33,73.83
JOMBANG,2020,1115.09,1318062.0,39870881.37,0.33,72.97
NGANJUK,2020,1224.25,1103902.0,26601161.82,0.33,71.72
MADIUN,2020,1037.58,744350.0,19166561.45,0.36,71.73
MAGETAN,2020,688.84,670812.0,18771762.65,0.32,73.92
NGAWI,2020,1295.98,870057.0,20270971.9,0.34,70.54
BOJONEGORO,2020,2198.79,1301635.0,70258513.15,0.3,69.04
TUBAN,2020,1834.15,1198012.0,62323068.16,0.34,68.4
LAMONGAN,2020,1782.05,1344165.0,39169585.94,0.3,72.58
GRESIK,2020,1191.25,1311215.0,134268558.4,0.3,76.11
BANGKALAN,2020,1001.44,1060377.0,23290005.86,0.32,64.11
SAMPANG,2020,1233.08,969694.0,19842573.38,0.26,62.7
PAMEKASAN,2020,792.24,850057.0,16793846.98,0.32,66.26
SUMENEP,2020,1998.54,1124436.0,32750242.14,0.26,66.43
KOTA KEDIRI,2020,63.4,286796.0,132406061.1,0.35,78.23
KOTA BLITAR,2020,32.57,149149.0,6708144.94,0.34,78.57
KOTA MALANG,2020,145.28,843810.0,72163188.51,0.4,81.45
KOTA PROBOLINGGO,2020,56.67,239649.0,11074503.33,0.31,73.27
KOTA PASURUAN,2020,35.29,208006.0,8047228.39,0.3,75.26
KOTA MOJOKERTO,2020,16.47,132434.0,6588057.71,0.35,78.04
KOTA MADIUN,2020,33.29,195175.0,13519884.86,0.39,80.91
KOTA SURABAYA,2020,350.54,2874314.0,554509457.4,0.34,82.23
KOTA BATU,2020,136.74,213046.0,15916798.76,0.33,75.9
PANDEGLANG,2020,2746.89,1272687.0,28371050.11,0.305,65.0
LEBAK,2020,3426.56,1386793.0,29055011.56,0.314,63.91
TANGERANG,2020,1011.86,3245619.0,135731681.9,0.285,71.92
SERANG,2020,1734.28,1622630.0,75880724.65,0.303,66.7
KOTA TANGERANG,2020,153.93,1895486.0,143022763.7,0.339,78.25
KOTA CILEGON,2020,175.5,434896.0,102731768.6,0.373,73.05
KOTA SERANG,2020,266.71,692101.0,31666094.97,0.352,72.16
KOTA TANGERANG SELATAN,2020,147.19,1354350.0,82531471.53,0.368,81.36
JEMBRANA,2020,849.13,317064.0,13437613.88,0.353,72.36
TABANAN,2020,849.31,461630.0,22257584.9,0.324,76.17
BADUNG,2020,398.75,548191.0,49026027.29,0.317,81.6
GIANYAR,2020,364.36,515344.0,25841721.14,0.317,77.36
KLUNGKUNG,2020,313.96,206925.0,8450673.79,0.358,71.73
BANGLI,2020,526.76,258721.0,6716085.63,0.283,69.36
KARANGASEM,2020,839.32,492402.0,16399774.86,0.327,67.35
BULELENG,2020,1322.75,791813.0,33302721.44,0.285,72.55
KOTA DENPASAR,2020,125.87,725314.0,49607461.84,0.33,83.93
LOMBOK BARAT,2020,923.06,718548.0,14567264.74,0.306,68.2
LOMBOK TENGAH,2020,1095.03,1029025.0,16666623.89,0.378,66.43
LOMBOK TIMUR,2020,1230.76,1321315.0,20019036.31,0.364,66.3
SUMBAWA,2020,6643.98,508028.0,14446250.14,0.349,67.61
DOMPU,2020,2391.54,235758.0,7064359.52,0.355,67.84
BIMA,2020,3405.63,512063.0,11406410.58,0.358,66.3
SUMBAWA BARAT,2020,1849.02,145093.0,22764196.8,0.299,71.63
LOMBOK UTARA,2020,776.25,246598.0,4549104.46,0.345,64.42
KOTA MATARAM,2020,61.3,428891.0,18669607.67,0.381,78.91
KOTA BIMA,2020,222.25,154551.0,4133087.39,0.375,75.81
SUMBA BARAT,2020,737.42,131600.0,2351536.21,0.321,63.53
SUMBA TIMUR,2020,7000.5,261503.0,6254369.23,0.299,65.52
KUPANG,2020,5434.76,421618.0,7637388.05,0.356,64.32
TIMOR TENGAH SELATAN,2020,3947.0,469673.0,7942761.08,0.304,62.15
TIMOR TENGAH UTARA,2020,2669.7,256299.0,4082274.46,0.301,63.53
BELU,2020,1284.97,223176.0,4549707.19,0.315,62.68
ALOR,2020,2864.6,206806.0,3052784.74,0.334,61.33
LEMBATA,2020,1266.0,145685.0,1854272.91,0.387,64.74
FLORES TIMUR,2020,1813.2,257785.0,5269530.16,0.317,64.22
SIKKA,2020,1731.9,321790.0,5112018.75,0.384,65.11
ENDE,2020,2046.5,274599.0,6075210.35,0.341,67.04
NGADA,2020,1645.88,165314.0,3493655.06,0.326,67.88
MANGGARAI,2020,2096.44,342908.0,4646207.55,0.295,64.54
ROTE NDAO,2020,1280.0,178805.0,3169434.41,0.4,62.39
MANGGARAI BARAT,2020,2397.03,280412.0,3519370.01,0.367,63.89
SUMBA TENGAH,2020,1868.74,73820.0,1195858.81,0.327,61.53
SUMBA BARAT DAYA,2020,1480.46,350923.0,3769102.22,0.311,62.28
NAGEKEO,2020,1416.96,147189.0,2271905.01,0.318,65.81
MANGGARAI TIMUR,2020,2642.93,289836.0,3288765.17,0.254,60.85
SABU RAIJUA,2020,460.54,100684.0,1414515.37,0.32,57.02
MALAKA,2020,1160.63,194776.0,2832646.9,0.278,60.21
KOTA KUPANG,2020,180.27,446193.0,23913107.35,0.321,79.71
SAMBAS,2020,6394.7,629905.0,20669991.11,0.275,67.03
BENGKAYANG,2020,5396.3,286366.0,8672733.96,0.274,67.87
LANDAK,2020,8831.0,397610.0,10739185.16,0.293,65.98
MEMPAWAH,2020,2797.88,301560.0,8545286.33,0.273,65.74
SANGGAU,2020,12857.7,484836.0,19921366.78,0.279,65.77
KETAPANG,2020,31588.0,570657.0,28105903.35,0.29,67.17
SINTANG,2020,21638.0,421306.0,14711073.81,0.294,66.88
KAPUAS HULU,2020,29842.03,252609.0,10273876.1,0.325,65.69
SEKADAU,2020,6263.07,211559.0,6568785.1,0.287,64.76
MELAWI,2020,10640.8,228270.0,5232208.59,0.348,65.55
KAYONG UTARA,2020,4568.26,126571.0,4206755.27,0.322,62.68
KUBU RAYA,2020,8492.0,609392.0,28930519.41,0.29,67.95
KOTA PONTIANAK,2020,118.32,658685.0,37648509.69,0.327,79.44
KOTA SINGKAWANG,2020,504.0,235064.0,10126224.99,0.286,71.94
KOTAWARINGIN BARAT,2020,10759.0,270388.0,20521899.85,0.333,72.87
KOTAWARINGIN TIMUR,2020,16796.0,428895.0,26996329.66,0.323,71.31
KAPUAS,2020,14999.0,410446.0,16565137.1,0.316,69.48
BARITO SELATAN,2020,883.0,131140.0,6277921.75,0.313,70.22
BARITO UTARA,2020,83.0,154812.0,9391707.3,0.337,70.59
SUKAMARA,2020,3827.0,63464.0,4421503.75,0.3,68.03
LAMANDAU,2020,6414.0,97611.0,5773834.62,0.296,70.51
SERUYAN,2020,16404.0,162906.0,8768548.77,0.26,67.58
KATINGAN,2020,175.0,162222.0,8297242.54,0.252,68.68
PULANG PISAU,2020,8997.0,134499.0,5588534.44,0.302,68.45
GUNUNG MAS,2020,10805.0,135373.0,6275035.35,0.279,70.81
BARITO TIMUR,2020,3834.0,113229.0,7103694.89,0.333,71.39
MURUNG RAYA,2020,237.0,111527.0,7762811.3,0.28,67.98
KOTA PALANGKA RAYA,2020,2399.5,293457.0,18277196.12,0.34,80.77
TANAH LAUT,2020,3631.35,348966.0,13786685.56,0.25,69.38
KOTABARU,2020,9482.73,325622.0,23957046.98,0.287,68.86
BANJAR,2020,4668.0,565635.0,16527375.5,0.322,69.18
BARITO KUALA,2020,2996.46,313021.0,8710471.97,0.277,66.22
TAPIN,2020,2700.82,189475.0,8393891.5,0.274,70.11
HULU SUNGAI SELATAN,2020,1804.94,228006.0,6564931.01,0.3,68.85
HULU SUNGAI TENGAH,2020,1472.0,258721.0,7052349.92,0.285,68.84
HULU SUNGAI UTARA,2020,892.7,226727.0,4968807.73,0.319,65.59
TABALONG,2020,3766.97,253305.0,17742456.98,0.346,72.19
TANAH BUMBU,2020,5006.96,322646.0,19899648.32,0.3,70.71
BALANGAN,2020,1878.3,130355.0,10722299.39,0.298,68.82
KOTA BANJARMASIN,2020,72.0,657663.0,32727171.4,0.342,77.1
KOTA BANJAR BARU,2020,371.0,253442.0,9538459.18,0.381,79.1
PASER,2020,7730.88,275452.0,43234505.66,0.29,72.04
KUTAI BARAT,2020,20384.6,172288.0,27169270.71,0.338,71.19
KUTAI KARTANEGARA,2020,27263.1,729382.0,149045196.8,0.294,73.59
KUTAI TIMUR,2020,35747.5,434459.0,115555661.6,0.325,73.0
BERAU,2020,36962.37,248035.0,35450848.9,0.3,74.71
PENAJAM PASER UTARA,2020,3333.06,178681.0,9050576.5,0.292,71.41
MAHAKAM ULU,2020,15315.0,32513.0,2765994.39,0.259,67.09
KOTA BALIKPAPAN,2020,533.0,688318.0,103918750.6,0.311,80.01
KOTA SAMARINDA,2020,718.0,827994.0,66526911.43,0.324,80.11
KOTA BONTANG,2020,149.8,178917.0,55664039.6,0.405,80.02
MALINAU,2020,42620.7,82500.0,11155866.33,0.295,71.94
BULUNGAN,2020,13925.72,151800.0,18736572.3,0.29,71.1
TANA TIDUNG,2020,4828.58,25600.0,5873234.17,0.259,66.97
NUNUKAN,2020,13841.9,199100.0,26300564.4,0.262,65.79
KOTA TARAKAN,2020,250.8,242800.0,38053065.97,0.295,75.83
BOLAANG MONGONDOW,2020,5397.69,248751.0,8392403.2,0.31,67.89
MINAHASA,2020,1025.85,347290.0,17427126.46,0.32,75.29
KEPULAUAN SANGIHE,2020,736.98,139262.0,4383252.81,0.32,70.73
KEPULAUAN TALAUD,2020,1251.02,94521.0,2266563.68,0.37,69.4
MINAHASA SELATAN,2020,1456.46,236463.0,8780262.07,0.35,72.11
MINAHASA UTARA,2020,1059.24,224993.0,14372458.61,0.37,73.9
BOLAANG MONGONDOW UTARA,2020,1856.86,83112.0,2574259.52,0.39,66.99
SIAU TAGULANDANG BIARO,2020,275.96,71817.0,2447459.91,0.34,67.64
MINAHASA TENGGARA,2020,730.63,116323.0,5213518.88,0.36,70.51
BOLAANG MONGONDOW SELATAN,2020,1932.6,69791.0,2153237.67,0.33,65.0
BOLAANG MONGONDOW TIMUR,2020,910.18,88241.0,3080903.6,0.34,65.99
KOTA MANADO,2020,162.53,451916.0,36618403.14,0.36,78.93
KOTA BITUNG,2020,313.51,225134.0,17084995.56,0.35,74.1
KOTA TOMOHON,2020,147.21,100587.0,4371177.86,0.36,76.69
KOTA KOTAMOBAGU,2020,184.33,123722.0,3791274.78,0.32,72.97
BANGGAI KEPULAUAN,2020,2488.79,120142.0,3833548.05,0.298,65.42
BANGGAI,2020,9672.7,362275.0,27360880.1,0.308,70.52
MOROWALI,2020,5472.0,161727.0,62148344.27,0.29,72.21
POSO,2020,7112.25,244875.0,9214474.12,0.311,71.28
DONGGALA,2020,5275.69,300436.0,11737411.49,0.276,65.56
TOLI-TOLI,2020,4079.77,225154.0,8320823.11,0.336,65.69
BUOL,2020,4043.57,145254.0,5637527.18,0.289,67.82
PARIGI MOUTONG,2020,6231.85,440015.0,17197683.9,0.293,65.44
TOJO UNA-UNA,2020,5721.15,163829.0,5586625.29,0.256,64.59
SIGI,2020,5196.02,257585.0,9029080.49,0.281,68.12
BANGGAI LAUT,2020,725.67,70435.0,2372478.16,0.251,65.43
MOROWALI UTARA,2020,10004.28,120789.0,11160860.58,0.319,68.36
KOTA PALU,2020,395.06,373218.0,24165891.06,0.304,81.47
KEPULAUAN SELAYAR,2020,1357.03,137071.0,6392741.35,0.357,67.38
BULUKUMBA,2020,1154.58,437607.0,14565486.46,0.371,68.99
BANTAENG,2020,395.83,196716.0,8970476.77,0.344,68.73
JENEPONTO,2020,749.79,401610.0,10288558.63,0.349,64.26
TAKALAR,2020,566.51,300853.0,10220311.17,0.36,67.31
GOWA,2020,1883.33,765836.0,21531877.32,0.345,70.14
SINJAI,2020,819.96,259478.0,11325053.91,0.372,67.6
MAROS,2020,1619.12,391774.0,18621037.74,0.368,69.86
PANGKAJENE DAN KEPULAUAN,2020,898.29,345775.0,25662546.57,0.345,68.72
BARRU,2020,1174.72,184452.0,7432295.76,0.357,71.0
BONE,2020,4559.0,801775.0,36560640.4,0.404,66.06
SOPPENG,2020,1500.0,235167.0,11382122.02,0.403,68.67
WAJO,2020,2506.19,379079.0,19773053.62,0.355,69.15
SIDENRENG RAPPANG,2020,1102.1,319990.0,14073432.74,0.349,71.21
PINRANG,2020,1961.77,403994.0,20083012.97,0.375,71.26
ENREKANG,2020,1786.01,225172.0,7528639.59,0.366,72.76
LUWU,2020,2909.08,365608.0,16031067.61,0.396,70.51
